transaction_id,customer_id,transaction_date,amount_gbp,country,channel,payment_method,account_age_days,num_items,is_fraud,fraud_risk_score,risk_band
TXN111959,3994,2025-02-16 09:15:00,24.36,Nigeria,web,debit_card,440,2,0,9.137330725062968e-06,Low
TXN107167,1014,2025-02-16 09:29:00,79.0,France,mobile_app,credit_card,596,6,0,9.137330725062968e-06,Low
TXN105764,2775,2025-02-16 09:43:00,86.51,US,mobile_app,credit_card,812,1,0,9.137330725062968e-06,Low
TXN109619,2468,2025-02-16 10:00:00,37.61,Germany,web,debit_card,1997,3,0,9.137330725062968e-06,Low
TXN115667,1124,2025-02-16 10:42:00,42.78,Nigeria,mobile_app,bank_transfer,512,3,0,9.137330725062968e-06,Low
TXN100484,4276,2025-02-16 10:43:00,45.72,US,web,paypal,1103,3,0,9.137330725062968e-06,Low
TXN117769,1280,2025-02-16 10:53:00,51.15,UK,in_store,credit_card,1547,5,0,9.137330725062968e-06,Low
TXN102397,3191,2025-02-16 11:09:00,47.62,UK,web,credit_card,1455,3,0,9.137330725062968e-06,Low
TXN103604,3034,2025-02-16 11:34:00,52.87,US,mobile_app,credit_card,1524,3,0,9.137330725062968e-06,Low
TXN115974,4521,2025-02-16 11:59:00,37.4,US,in_store,credit_card,294,7,0,9.137330725062968e-06,Low
TXN117030,2318,2025-02-16 12:16:00,26.95,US,web,paypal,714,5,0,9.137330725062968e-06,Low
TXN102347,4262,2025-02-16 12:22:00,119.33,France,web,credit_card,543,3,0,9.137330725062968e-06,Low
TXN100152,2300,2025-02-16 12:54:00,17.58,US,web,gift_card,726,4,0,9.137330725062968e-06,Low
TXN107348,5640,2025-02-16 14:33:00,38.89,Nigeria,web,credit_card,1506,2,0,9.137330725062968e-06,Low
TXN116659,5170,2025-02-16 14:40:00,84.82,UK,mobile_app,debit_card,1098,3,0,9.137330725062968e-06,Low
TXN118378,4574,2025-02-16 14:57:00,100.21,US,mobile_app,debit_card,926,1,0,9.137330725062968e-06,Low
TXN105202,5328,2025-02-16 15:16:00,32.82,US,web,debit_card,1114,1,0,9.137330725062968e-06,Low
TXN108330,2186,2025-02-16 15:32:00,19.59,Romania,mobile_app,bank_transfer,778,4,0,9.137330725062968e-06,Low
TXN109671,3574,2025-02-16 15:35:00,45.96,France,in_store,gift_card,903,7,0,9.137330725062968e-06,Low
TXN115668,5880,2025-02-16 15:51:00,36.1,Brazil,mobile_app,credit_card,1911,2,0,9.137330725062968e-06,Low
TXN114285,2269,2025-02-16 16:25:00,205.87,India,web,credit_card,1588,5,0,0.0008225170816545574,Low
TXN101287,2681,2025-02-16 16:38:00,57.79,UK,mobile_app,paypal,1743,2,0,9.137330725062968e-06,Low
TXN110944,3879,2025-02-16 17:09:00,43.16,Nigeria,in_store,debit_card,1745,4,0,9.137330725062968e-06,Low
TXN101193,5896,2025-02-16 17:21:00,8.31,US,web,credit_card,903,3,0,9.137330725062968e-06,Low
TXN105104,3294,2025-02-16 17:40:00,46.82,US,web,paypal,699,3,0,9.137330725062968e-06,Low
TXN114138,1199,2025-02-16 18:30:00,64.92,Nigeria,mobile_app,gift_card,995,5,0,9.137330725062968e-06,Low
TXN115205,1913,2025-02-16 18:57:00,94.7,UK,web,debit_card,1137,1,0,9.137330725062968e-06,Low
TXN119900,1195,2025-02-16 20:43:00,82.09,US,web,debit_card,142,7,0,9.137330725062968e-06,Low
TXN103935,4445,2025-02-16 20:49:00,101.53,Brazil,web,debit_card,1569,2,0,9.137330725062968e-06,Low
TXN111606,5421,2025-02-16 21:11:00,43.39,India,web,credit_card,910,2,0,9.137330725062968e-06,Low
TXN117437,3955,2025-02-16 21:17:00,39.12,India,mobile_app,bank_transfer,1330,4,0,9.137330725062968e-06,Low
TXN100289,4622,2025-02-16 21:35:00,17.62,India,mobile_app,credit_card,1552,6,0,9.137330725062968e-06,Low
TXN119050,1985,2025-02-16 21:43:00,59.59,Germany,web,paypal,1036,1,0,9.137330725062968e-06,Low
TXN116989,3021,2025-02-16 23:01:00,75.01,UK,mobile_app,credit_card,547,7,0,9.137330725062968e-06,Low
TXN111222,5509,2025-02-16 23:15:00,29.11,UK,web,credit_card,670,4,0,9.137330725062968e-06,Low
TXN111930,1243,2025-02-16 23:22:00,102.03,Romania,mobile_app,bank_transfer,651,5,0,9.137330725062968e-06,Low
TXN102904,4900,2025-02-17 00:20:00,484.97,Germany,mobile_app,credit_card,11,7,1,0.9997697358175507,High
TXN112540,2711,2025-02-17 00:55:00,32.51,UK,mobile_app,gift_card,1820,5,0,9.137330725062968e-06,Low
TXN105313,4771,2025-02-17 01:15:00,28.22,Nigeria,mobile_app,credit_card,815,6,0,9.137330725062968e-06,Low
TXN118558,5141,2025-02-17 02:15:00,44.11,France,web,paypal,1836,3,0,9.137330725062968e-06,Low
TXN109876,1194,2025-02-17 02:20:00,17.05,Brazil,in_store,credit_card,326,7,0,9.137330725062968e-06,Low
TXN100460,1610,2025-02-17 02:51:00,131.4,France,web,debit_card,116,6,0,9.137330725062968e-06,Low
TXN100974,5256,2025-02-17 03:43:00,34.31,France,web,debit_card,871,2,0,9.137330725062968e-06,Low
TXN101050,1944,2025-02-17 04:18:00,1453.72,Nigeria,web,credit_card,14,7,1,0.9997131891934912,High
TXN114626,2851,2025-02-17 04:31:00,16.43,UK,web,credit_card,256,3,0,9.137330725062968e-06,Low
TXN102551,4574,2025-02-17 06:06:00,27.67,UK,in_store,credit_card,1628,3,0,9.137330725062968e-06,Low
TXN111685,4766,2025-02-17 06:10:00,84.19,Brazil,mobile_app,credit_card,291,3,0,9.137330725062968e-06,Low
TXN109343,5793,2025-02-17 06:33:00,48.52,UK,mobile_app,debit_card,1500,7,0,9.137330725062968e-06,Low
TXN119077,2349,2025-02-17 06:50:00,19.27,Nigeria,in_store,credit_card,1464,4,0,9.137330725062968e-06,Low
TXN106482,1202,2025-02-17 07:08:00,36.29,Nigeria,mobile_app,credit_card,784,2,0,9.137330725062968e-06,Low
TXN116154,1248,2025-02-17 07:32:00,55.74,France,mobile_app,debit_card,1938,2,0,9.137330725062968e-06,Low
TXN109575,3360,2025-02-17 07:56:00,38.91,Brazil,web,credit_card,1448,2,0,9.137330725062968e-06,Low
TXN100669,4364,2025-02-17 08:01:00,9.61,Germany,web,credit_card,1921,4,0,9.137330725062968e-06,Low
TXN112009,5151,2025-02-17 08:44:00,8.91,India,in_store,paypal,90,7,0,9.137330725062968e-06,Low
TXN119318,3530,2025-02-17 09:01:00,81.38,Romania,web,gift_card,534,3,0,9.137330725062968e-06,Low
TXN103011,3186,2025-02-17 09:54:00,20.61,UK,mobile_app,gift_card,1226,4,0,9.137330725062968e-06,Low
TXN101676,1696,2025-02-17 09:58:00,68.46,US,in_store,paypal,223,4,0,9.137330725062968e-06,Low
TXN110027,3003,2025-02-17 10:26:00,37.84,UK,mobile_app,paypal,974,7,0,9.137330725062968e-06,Low
TXN101457,2522,2025-02-17 10:56:00,16.21,UK,web,paypal,832,2,0,9.137330725062968e-06,Low
TXN113058,4239,2025-02-17 11:03:00,15.83,UK,mobile_app,bank_transfer,1964,5,0,9.137330725062968e-06,Low
TXN100922,5865,2025-02-17 12:02:00,27.1,UK,mobile_app,credit_card,16,6,0,9.137330725062968e-06,Low
TXN109292,3570,2025-02-17 12:25:00,33.65,India,mobile_app,paypal,567,1,0,9.137330725062968e-06,Low
TXN114764,5348,2025-02-17 13:44:00,17.33,Germany,mobile_app,debit_card,1707,6,0,9.137330725062968e-06,Low
TXN106156,3127,2025-02-17 13:48:00,11.41,Nigeria,web,debit_card,137,7,0,9.137330725062968e-06,Low
TXN103357,2353,2025-02-17 13:51:00,86.48,UK,mobile_app,bank_transfer,149,1,0,9.137330725062968e-06,Low
TXN111568,4232,2025-02-17 14:27:00,44.62,India,web,paypal,1124,7,0,9.137330725062968e-06,Low
TXN118994,3118,2025-02-17 14:54:00,97.31,France,web,gift_card,481,5,0,9.137330725062968e-06,Low
TXN104753,3554,2025-02-17 15:07:00,13.25,Germany,mobile_app,gift_card,613,5,0,9.137330725062968e-06,Low
TXN109175,4413,2025-02-17 15:18:00,9.96,Germany,mobile_app,bank_transfer,1234,5,0,9.137330725062968e-06,Low
TXN104816,4776,2025-02-17 15:21:00,41.23,UK,mobile_app,credit_card,1307,6,0,9.137330725062968e-06,Low
TXN112518,1480,2025-02-17 15:39:00,29.38,Nigeria,web,paypal,381,5,0,9.137330725062968e-06,Low
TXN103402,2385,2025-02-17 16:01:00,24.61,US,mobile_app,gift_card,570,3,0,9.137330725062968e-06,Low
TXN106320,2751,2025-02-17 16:25:00,44.02,UK,mobile_app,debit_card,744,7,0,9.137330725062968e-06,Low
TXN108077,5757,2025-02-17 16:36:00,63.57,India,web,paypal,178,3,0,9.137330725062968e-06,Low
TXN104056,2702,2025-02-17 16:39:00,16.13,US,mobile_app,credit_card,441,2,0,9.137330725062968e-06,Low
TXN101503,4279,2025-02-17 17:01:00,12.64,US,mobile_app,credit_card,1181,1,0,9.137330725062968e-06,Low
TXN112969,3324,2025-02-17 17:27:00,35.52,US,mobile_app,paypal,1251,1,0,9.137330725062968e-06,Low
TXN117323,3874,2025-02-17 18:18:00,14.87,Romania,mobile_app,debit_card,1830,6,0,9.137330725062968e-06,Low
TXN115863,4349,2025-02-17 18:25:00,146.76,UK,mobile_app,credit_card,165,7,0,9.137330725062968e-06,Low
TXN100590,4677,2025-02-17 18:34:00,89.91,Nigeria,web,credit_card,261,2,0,9.137330725062968e-06,Low
TXN112543,4701,2025-02-17 19:39:00,66.69,Germany,mobile_app,credit_card,834,4,0,9.137330725062968e-06,Low
TXN112468,5668,2025-02-17 20:20:00,10.36,Brazil,web,paypal,376,6,0,9.137330725062968e-06,Low
TXN110212,2153,2025-02-17 20:42:00,131.9,UK,web,credit_card,261,3,0,9.137330725062968e-06,Low
TXN116751,4249,2025-02-17 21:24:00,9.74,US,mobile_app,paypal,1340,3,0,9.137330725062968e-06,Low
TXN101329,3066,2025-02-17 22:00:00,72.03,UK,web,credit_card,1070,3,0,9.137330725062968e-06,Low
TXN100758,3768,2025-02-17 22:10:00,55.89,India,web,bank_transfer,1207,3,0,9.137330725062968e-06,Low
TXN119670,4228,2025-02-17 22:40:00,62.5,US,in_store,credit_card,547,4,0,9.137330725062968e-06,Low
TXN118848,5679,2025-02-17 23:10:00,76.14,US,web,credit_card,1620,4,0,9.137330725062968e-06,Low
TXN103568,3414,2025-02-17 23:27:00,78.19,UK,web,credit_card,1220,4,0,9.137330725062968e-06,Low
TXN115257,1567,2025-02-17 23:29:00,231.52,Germany,in_store,credit_card,1904,7,0,0.0057594550724429485,Low
TXN104225,1287,2025-02-17 23:40:00,92.15,UK,mobile_app,debit_card,1461,4,0,9.137330725062968e-06,Low
TXN105553,3648,2025-02-18 01:05:00,51.85,France,mobile_app,paypal,1747,6,0,9.137330725062968e-06,Low
TXN116123,3258,2025-02-18 01:23:00,20.86,Germany,mobile_app,credit_card,316,2,0,9.137330725062968e-06,Low
TXN105905,5225,2025-02-18 01:25:00,7.92,Nigeria,web,gift_card,1403,4,0,9.137330725062968e-06,Low
TXN101905,3654,2025-02-18 02:29:00,67.56,UK,mobile_app,debit_card,1681,3,0,9.137330725062968e-06,Low
TXN100565,5271,2025-02-18 04:01:00,12.78,UK,web,gift_card,238,6,0,9.137330725062968e-06,Low
TXN109951,3566,2025-02-18 04:32:00,45.95,Romania,web,debit_card,427,3,0,9.137330725062968e-06,Low
TXN109822,3528,2025-02-18 05:19:00,59.47,France,web,gift_card,1434,7,0,9.137330725062968e-06,Low
TXN102902,5876,2025-02-18 05:34:00,38.63,Brazil,mobile_app,bank_transfer,748,1,0,9.137330725062968e-06,Low
TXN105420,4657,2025-02-18 05:51:00,38.96,Brazil,mobile_app,credit_card,1195,2,0,9.137330725062968e-06,Low
TXN112167,3979,2025-02-18 05:58:00,14.41,Germany,web,credit_card,301,2,0,9.137330725062968e-06,Low
TXN118675,5677,2025-02-18 06:14:00,2571.74,US,web,paypal,2,1,1,0.9996927593297436,High
TXN103289,4578,2025-02-18 06:17:00,73.46,UK,mobile_app,paypal,489,3,0,9.137330725062968e-06,Low
TXN108865,1627,2025-02-18 06:27:00,7.45,US,mobile_app,debit_card,736,2,0,9.137330725062968e-06,Low
TXN103614,4429,2025-02-18 06:33:00,21.12,Brazil,mobile_app,bank_transfer,778,1,0,9.137330725062968e-06,Low
TXN115016,4175,2025-02-18 06:55:00,7.21,Nigeria,web,credit_card,1870,3,0,9.137330725062968e-06,Low
TXN113999,4872,2025-02-18 07:25:00,32.38,France,mobile_app,paypal,877,5,0,9.137330725062968e-06,Low
TXN119506,3168,2025-02-18 07:30:00,27.35,France,web,paypal,872,6,0,9.137330725062968e-06,Low
TXN108595,2923,2025-02-18 07:53:00,29.81,UK,web,credit_card,631,1,0,9.137330725062968e-06,Low
TXN105257,4128,2025-02-18 08:16:00,64.43,Romania,mobile_app,paypal,1550,3,0,9.137330725062968e-06,Low
TXN102151,2060,2025-02-18 08:19:00,27.24,Romania,web,paypal,382,7,0,9.137330725062968e-06,Low
TXN116010,4404,2025-02-18 08:34:00,174.69,Germany,web,bank_transfer,916,4,0,9.137330725062968e-06,Low
TXN114300,4336,2025-02-18 08:50:00,61.55,France,in_store,debit_card,1746,2,0,9.137330725062968e-06,Low
TXN115947,2753,2025-02-18 09:01:00,84.62,US,web,gift_card,623,2,0,9.137330725062968e-06,Low
TXN116359,1550,2025-02-18 09:07:00,17.74,Germany,in_store,credit_card,1404,1,0,9.137330725062968e-06,Low
TXN119566,3274,2025-02-18 09:38:00,73.79,France,in_store,credit_card,975,6,0,9.137330725062968e-06,Low
TXN110739,5534,2025-02-18 10:55:00,14.79,US,web,paypal,42,4,0,9.137330725062968e-06,Low
TXN104179,1851,2025-02-18 11:00:00,51.8,Romania,web,debit_card,1238,7,0,9.137330725062968e-06,Low
TXN112803,1786,2025-02-18 11:07:00,312.16,UK,web,credit_card,8,3,1,0.9997063121098159,High
TXN118961,3986,2025-02-18 11:23:00,43.76,France,mobile_app,credit_card,841,1,0,9.137330725062968e-06,Low
TXN111848,5647,2025-02-18 12:35:00,92.87,Brazil,mobile_app,paypal,115,6,0,9.137330725062968e-06,Low
TXN109673,3980,2025-02-18 12:50:00,35.33,India,mobile_app,gift_card,1270,3,0,9.137330725062968e-06,Low
TXN118835,1611,2025-02-18 12:55:00,32.78,UK,web,credit_card,107,5,0,9.137330725062968e-06,Low
TXN111590,1914,2025-02-18 13:01:00,64.86,India,web,paypal,1819,7,0,9.137330725062968e-06,Low
TXN111007,5010,2025-02-18 13:52:00,44.61,US,in_store,gift_card,1192,4,0,9.137330725062968e-06,Low
TXN106670,1300,2025-02-18 14:05:00,89.57,France,mobile_app,paypal,1527,4,0,9.137330725062968e-06,Low
TXN102321,3612,2025-02-18 14:12:00,38.18,US,in_store,debit_card,107,1,0,9.137330725062968e-06,Low
TXN118770,4010,2025-02-18 14:38:00,45.03,Nigeria,web,paypal,411,3,0,9.137330725062968e-06,Low
TXN101537,4800,2025-02-18 14:50:00,39.76,India,web,paypal,1234,6,0,9.137330725062968e-06,Low
TXN104216,2871,2025-02-18 15:54:00,36.74,France,in_store,credit_card,1091,3,0,9.137330725062968e-06,Low
TXN114246,5166,2025-02-18 16:01:00,119.15,Nigeria,in_store,credit_card,314,3,0,9.137330725062968e-06,Low
TXN109181,2190,2025-02-18 16:23:00,83.25,Germany,web,credit_card,1962,7,0,9.137330725062968e-06,Low
TXN111670,5204,2025-02-18 17:20:00,157.83,UK,web,credit_card,1901,2,0,9.137330725062968e-06,Low
TXN109690,1849,2025-02-18 17:27:00,98.69,India,web,debit_card,1077,1,0,9.137330725062968e-06,Low
TXN107497,2881,2025-02-18 17:35:00,27.21,Brazil,in_store,credit_card,1249,1,0,9.137330725062968e-06,Low
TXN118652,3793,2025-02-18 18:09:00,154.41,India,web,paypal,1643,1,0,9.137330725062968e-06,Low
TXN102301,1201,2025-02-18 18:15:00,15.3,US,web,debit_card,93,1,0,9.137330725062968e-06,Low
TXN104950,5578,2025-02-18 18:25:00,39.68,UK,in_store,credit_card,100,3,0,9.137330725062968e-06,Low
TXN101902,3795,2025-02-18 18:42:00,7.63,Romania,mobile_app,credit_card,1202,2,0,9.137330725062968e-06,Low
TXN113123,2301,2025-02-18 18:56:00,28.67,UK,in_store,credit_card,1814,3,0,9.137330725062968e-06,Low
TXN117391,2290,2025-02-18 19:00:00,65.01,UK,web,paypal,1634,7,0,9.137330725062968e-06,Low
TXN105140,1538,2025-02-18 19:10:00,46.78,UK,mobile_app,credit_card,1982,1,0,9.137330725062968e-06,Low
TXN108408,4855,2025-02-18 20:13:00,9.02,UK,web,credit_card,1178,5,0,9.137330725062968e-06,Low
TXN117972,1427,2025-02-18 20:37:00,35.19,Brazil,web,debit_card,460,1,0,9.137330725062968e-06,Low
TXN109762,1906,2025-02-18 20:44:00,44.82,Nigeria,in_store,credit_card,235,2,0,9.137330725062968e-06,Low
TXN106651,3915,2025-02-18 20:55:00,7.44,UK,web,credit_card,614,1,0,9.137330725062968e-06,Low
TXN116687,1221,2025-02-18 21:05:00,56.42,UK,web,debit_card,1184,4,0,9.137330725062968e-06,Low
TXN112496,2039,2025-02-18 21:38:00,44.29,France,mobile_app,paypal,310,6,0,9.137330725062968e-06,Low
TXN101827,5758,2025-02-18 22:06:00,46.89,US,mobile_app,paypal,751,1,0,9.137330725062968e-06,Low
TXN113067,5840,2025-02-18 22:33:00,53.02,Nigeria,mobile_app,gift_card,1080,7,0,9.137330725062968e-06,Low
TXN107708,1136,2025-02-18 22:41:00,38.0,UK,mobile_app,credit_card,1001,3,0,9.137330725062968e-06,Low
TXN116982,1297,2025-02-18 22:59:00,45.79,UK,web,credit_card,957,4,0,9.137330725062968e-06,Low
TXN110597,4247,2025-02-18 23:38:00,99.01,UK,web,paypal,1670,5,0,9.137330725062968e-06,Low
TXN105312,1751,2025-02-18 23:39:00,79.59,UK,in_store,debit_card,640,2,0,9.137330725062968e-06,Low
TXN100515,1246,2025-02-18 23:39:00,22.16,UK,mobile_app,paypal,382,7,0,9.137330725062968e-06,Low
TXN114941,1372,2025-02-19 00:19:00,54.69,UK,web,debit_card,1172,3,0,9.137330725062968e-06,Low
TXN105325,5441,2025-02-19 01:05:00,25.72,Romania,mobile_app,credit_card,1884,5,0,9.137330725062968e-06,Low
TXN118841,3602,2025-02-19 01:06:00,144.86,US,mobile_app,paypal,907,7,0,9.137330725062968e-06,Low
TXN109490,2853,2025-02-19 02:03:00,577.59,US,in_store,credit_card,8,2,1,0.9997615797451403,High
TXN106234,4942,2025-02-19 03:15:00,44.92,UK,web,paypal,1507,4,0,9.137330725062968e-06,Low
TXN106506,2593,2025-02-19 04:18:00,115.55,UK,web,credit_card,1166,3,0,9.137330725062968e-06,Low
TXN105285,1584,2025-02-19 04:59:00,39.39,Brazil,in_store,credit_card,811,6,0,9.137330725062968e-06,Low
TXN109917,3605,2025-02-19 05:45:00,18.82,UK,web,credit_card,807,3,0,9.137330725062968e-06,Low
TXN107321,4156,2025-02-19 05:59:00,119.59,Germany,web,credit_card,692,4,0,9.137330725062968e-06,Low
TXN118220,3256,2025-02-19 06:10:00,23.71,UK,web,paypal,1132,3,0,9.137330725062968e-06,Low
TXN118080,2493,2025-02-19 06:52:00,71.89,France,web,paypal,1341,5,0,9.137330725062968e-06,Low
TXN100004,4073,2025-02-19 07:03:00,26.71,UK,mobile_app,debit_card,1022,6,0,9.137330725062968e-06,Low
TXN107338,3702,2025-02-19 07:10:00,27.76,Romania,web,bank_transfer,1599,4,0,9.137330725062968e-06,Low
TXN109828,2996,2025-02-19 08:19:00,65.22,France,web,credit_card,201,1,0,9.137330725062968e-06,Low
TXN113296,2976,2025-02-19 08:27:00,46.8,Germany,in_store,credit_card,998,6,0,9.137330725062968e-06,Low
TXN114981,3150,2025-02-19 08:58:00,8.07,UK,web,paypal,1443,7,0,9.137330725062968e-06,Low
TXN109416,5971,2025-02-19 09:00:00,68.45,US,in_store,paypal,986,7,0,9.137330725062968e-06,Low
TXN103428,4599,2025-02-19 09:08:00,33.55,US,mobile_app,paypal,1972,4,0,9.137330725062968e-06,Low
TXN106829,4017,2025-02-19 09:40:00,26.72,UK,web,debit_card,1348,3,0,9.137330725062968e-06,Low
TXN115411,3607,2025-02-19 10:56:00,15.04,Nigeria,in_store,bank_transfer,147,6,0,9.137330725062968e-06,Low
TXN116265,1839,2025-02-19 11:00:00,80.09,US,web,debit_card,1586,2,0,9.137330725062968e-06,Low
TXN101703,3557,2025-02-19 11:04:00,112.38,UK,mobile_app,credit_card,1097,4,0,9.137330725062968e-06,Low
TXN104650,3725,2025-02-19 11:22:00,2280.21,UK,web,debit_card,996,1,1,0.9996109885002794,High
TXN115177,3118,2025-02-19 11:42:00,31.34,UK,web,credit_card,1421,5,0,9.137330725062968e-06,Low
TXN118870,1557,2025-02-19 11:50:00,61.93,UK,web,paypal,69,4,0,9.137330725062968e-06,Low
TXN102815,1992,2025-02-19 12:53:00,101.22,Romania,web,debit_card,736,4,0,9.137330725062968e-06,Low
TXN108688,3563,2025-02-19 12:59:00,36.69,India,web,paypal,449,4,0,9.137330725062968e-06,Low
TXN112203,2806,2025-02-19 13:02:00,28.61,US,web,credit_card,1535,4,0,9.137330725062968e-06,Low
TXN119689,5833,2025-02-19 13:07:00,5.9,UK,web,credit_card,1917,5,0,9.137330725062968e-06,Low
TXN101721,2581,2025-02-19 13:43:00,51.66,UK,web,paypal,474,2,0,9.137330725062968e-06,Low
TXN112830,5360,2025-02-19 14:01:00,62.34,Brazil,mobile_app,credit_card,1275,5,0,9.137330725062968e-06,Low
TXN118315,1101,2025-02-19 14:02:00,16.25,India,web,credit_card,1589,1,0,9.137330725062968e-06,Low
TXN104476,4866,2025-02-19 14:21:00,35.99,US,web,credit_card,1584,2,0,9.137330725062968e-06,Low
TXN106564,4802,2025-02-19 14:21:00,51.44,France,web,debit_card,1958,5,0,9.137330725062968e-06,Low
TXN116179,3691,2025-02-19 14:22:00,15.32,UK,web,debit_card,253,1,0,9.137330725062968e-06,Low
TXN105086,1364,2025-02-19 14:43:00,62.21,Nigeria,mobile_app,bank_transfer,1855,1,0,9.137330725062968e-06,Low
TXN109059,3374,2025-02-19 15:46:00,120.76,UK,web,debit_card,1048,1,0,9.137330725062968e-06,Low
TXN115920,5712,2025-02-19 15:56:00,117.06,Brazil,web,credit_card,588,6,0,9.137330725062968e-06,Low
TXN110257,1302,2025-02-19 16:38:00,30.86,India,web,credit_card,852,3,0,9.137330725062968e-06,Low
TXN101880,1058,2025-02-19 16:43:00,20.9,France,web,credit_card,161,7,0,9.137330725062968e-06,Low
TXN105594,3743,2025-02-19 18:33:00,98.08,Germany,mobile_app,credit_card,1890,5,0,9.137330725062968e-06,Low
TXN118014,2223,2025-02-19 19:18:00,67.69,US,web,debit_card,666,6,0,9.137330725062968e-06,Low
TXN116106,5368,2025-02-19 19:47:00,19.43,Germany,web,credit_card,1168,1,0,9.137330725062968e-06,Low
TXN109962,3749,2025-02-19 19:49:00,45.49,Romania,web,credit_card,439,1,0,9.137330725062968e-06,Low
TXN106511,5371,2025-02-19 20:28:00,23.48,UK,web,gift_card,1978,4,0,9.137330725062968e-06,Low
TXN119018,5855,2025-02-19 20:33:00,90.57,India,web,paypal,1047,5,0,9.137330725062968e-06,Low
TXN103791,2883,2025-02-19 20:38:00,10.19,Nigeria,web,debit_card,3,5,0,8.373078987090748e-05,Low
TXN106765,5698,2025-02-19 22:11:00,150.77,India,mobile_app,credit_card,1034,2,0,9.137330725062968e-06,Low
TXN102796,5082,2025-02-19 22:25:00,87.51,UK,web,debit_card,650,3,0,9.137330725062968e-06,Low
TXN119069,3152,2025-02-19 23:00:00,13.53,Romania,mobile_app,credit_card,250,3,0,9.137330725062968e-06,Low
TXN119507,4803,2025-02-19 23:09:00,39.05,India,web,credit_card,25,6,0,9.137330725062968e-06,Low
TXN100153,4683,2025-02-19 23:18:00,13.03,UK,web,paypal,1084,7,0,9.137330725062968e-06,Low
TXN103451,3143,2025-02-19 23:40:00,17.89,UK,mobile_app,bank_transfer,343,1,0,9.137330725062968e-06,Low
TXN110773,2499,2025-02-19 23:54:00,125.88,Nigeria,mobile_app,credit_card,1439,4,0,9.137330725062968e-06,Low
TXN117113,1662,2025-02-20 00:30:00,36.4,France,mobile_app,credit_card,255,2,0,9.137330725062968e-06,Low
TXN116475,5641,2025-02-20 01:21:00,82.65,Nigeria,mobile_app,gift_card,1749,1,0,9.137330725062968e-06,Low
TXN109127,5863,2025-02-20 01:35:00,26.87,UK,mobile_app,bank_transfer,1019,2,0,9.137330725062968e-06,Low
TXN102791,2815,2025-02-20 03:01:00,58.95,UK,web,bank_transfer,1262,5,0,9.137330725062968e-06,Low
TXN109055,5109,2025-02-20 03:15:00,20.49,India,in_store,debit_card,1891,5,0,9.137330725062968e-06,Low
TXN114859,3394,2025-02-20 03:57:00,63.39,US,web,credit_card,1509,2,0,9.137330725062968e-06,Low
TXN105103,1479,2025-02-20 04:31:00,42.83,France,web,debit_card,1157,7,0,9.137330725062968e-06,Low
TXN108624,4687,2025-02-20 06:16:00,13.28,Nigeria,web,credit_card,1908,4,0,9.137330725062968e-06,Low
TXN106953,5153,2025-02-20 06:44:00,51.09,Nigeria,web,credit_card,1401,7,0,9.137330725062968e-06,Low
TXN115867,2161,2025-02-20 07:16:00,39.06,UK,web,paypal,584,1,0,9.137330725062968e-06,Low
TXN105841,3710,2025-02-20 07:20:00,43.19,UK,web,paypal,115,3,0,9.137330725062968e-06,Low
TXN101447,1055,2025-02-20 08:29:00,78.14,US,web,debit_card,1617,4,0,9.137330725062968e-06,Low
TXN103025,3754,2025-02-20 08:36:00,26.97,Germany,web,paypal,1473,3,0,9.137330725062968e-06,Low
TXN102988,5564,2025-02-20 10:17:00,32.88,Romania,mobile_app,paypal,202,5,0,9.137330725062968e-06,Low
TXN115231,1083,2025-02-20 10:24:00,18.53,US,web,bank_transfer,1565,7,0,9.137330725062968e-06,Low
TXN109393,2595,2025-02-20 10:45:00,5.78,UK,web,debit_card,1020,5,0,9.137330725062968e-06,Low
TXN108440,2960,2025-02-20 11:16:00,38.15,US,mobile_app,credit_card,476,3,0,9.137330725062968e-06,Low
TXN105432,2215,2025-02-20 11:23:00,74.44,India,mobile_app,credit_card,1434,5,0,9.137330725062968e-06,Low
TXN110804,3726,2025-02-20 12:01:00,125.68,US,web,paypal,899,5,0,9.137330725062968e-06,Low
TXN103501,2122,2025-02-20 13:10:00,36.72,Nigeria,web,credit_card,513,4,0,9.137330725062968e-06,Low
TXN117498,4643,2025-02-20 13:14:00,54.53,UK,web,credit_card,1630,6,0,9.137330725062968e-06,Low
TXN108071,4162,2025-02-20 13:35:00,11.47,Germany,in_store,bank_transfer,1309,4,0,9.137330725062968e-06,Low
TXN100078,4368,2025-02-20 13:39:00,29.02,Romania,web,paypal,1750,3,0,9.137330725062968e-06,Low
TXN112929,4511,2025-02-20 13:49:00,41.25,Romania,in_store,gift_card,63,2,0,9.137330725062968e-06,Low
TXN101254,1594,2025-02-20 13:58:00,51.3,US,mobile_app,gift_card,818,4,0,9.137330725062968e-06,Low
TXN112254,2115,2025-02-20 14:17:00,12.53,US,in_store,paypal,1743,2,0,9.137330725062968e-06,Low
TXN107963,2022,2025-02-20 14:26:00,62.01,US,web,credit_card,678,3,0,9.137330725062968e-06,Low
TXN113837,1562,2025-02-20 14:31:00,27.26,US,in_store,paypal,1746,2,0,9.137330725062968e-06,Low
TXN104153,5304,2025-02-20 14:38:00,7.64,France,mobile_app,paypal,1653,1,0,9.137330725062968e-06,Low
TXN108929,2191,2025-02-20 14:52:00,18.92,US,web,paypal,448,3,0,9.137330725062968e-06,Low
